codigo,tipo,lat,lon,dado1,dado2,Estatus,responsavel,data
MATO DENTRO,ondulação,-16.074,-56.766,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANGAS,ondulação,-16.075,-56.562,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEDRA BRANCA,ondulação,-16.111,-56.764,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FAZENDA MIMOSO,ondulação,-16.129,-55.851,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CROARA,ondulação,-16.141,-55.896,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORIXAO,ondulação,-16.146,-55.677,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ACORIZAL,ondulação,-16.169,-55.926,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARAO DE MELGACO,ondulação,-16.196,-55.966,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL,ondulação,-16.201,-56.954,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHARQUINHO,ondulação,-16.216,-55.738,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MIMOSO,ondulação,-16.241,-55.782,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
UACURUTUBA,ondulação,-16.413,-56.037,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SESMARIA,ondulação,-16.542,-56.118,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JOSELANDIA,ondulação,-16.570,-56.204,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO DOS BOIS,ondulação,-16.603,-56.950,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PIMENTEIRA,ondulação,-16.617,-56.208,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SESMARIA DO CEDRO,ondulação,-16.628,-56.100,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BISCOITO,ondulação,-16.629,-55.769,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COLONIA SANTA ISABEL,ondulação,-16.690,-55.999,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAINHO,ondulação,-16.764,-55.587,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PIXAIM,ondulação,-16.775,-56.864,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATA DO BEBE,ondulação,-16.794,-56.350,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RESERVA BORORO,ondulação,-16.921,-56.223,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATA DO BEBE,ondulação,-16.926,-56.496,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LARGO DO MORCEGO,ondulação,-16.951,-56.141,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JUSCIMEIRA,ondulação,-16.052,-54.888,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
IRENOPOLIS,ondulação,-16.061,-54.822,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANTAGALO,ondulação,-16.064,-54.570,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BELA VISTA,ondulação,-16.073,-54.994,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAETE,ondulação,-16.086,-55.446,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
GROTA VERMELHA,ondulação,-16.130,-54.715,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GROTAO DA ONCA,ondulação,-16.143,-54.834,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GROTA VERMELHA,ondulação,-16.179,-54.746,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VOLTA GRANDE,ondulação,-16.196,-54.614,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JARUDORE,ondulação,-16.196,-54.311,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUAS QUENTES,ondulação,-16.204,-54.871,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOA VISTA,ondulação,-16.215,-54.774,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
FURNA,ondulação,-16.268,-55.007,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NABOREIRO,ondulação,-16.288,-54.399,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARGEM DE OURO,ondulação,-16.311,-54.803,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GROTA SECA,ondulação,-16.345,-54.607,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA DO ALMOCO,ondulação,-16.369,-54.684,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GROTA DA ONCA,ondulação,-16.382,-54.076,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRAO,ondulação,-16.391,-54.611,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PRATA,ondulação,-16.492,-54.087,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA CATANDUVA,ondulação,-16.582,-54.250,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENGANO,ondulação,-16.586,-54.487,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA GALILEIA,ondulação,-16.598,-54.368,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAMBARI,ondulação,-16.625,-55.353,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
FURNA,ondulação,-16.643,-54.320,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA DO ENGANO,ondulação,-16.663,-54.549,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA ARACATUBA,ondulação,-16.682,-54.380,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
GROTAO,ondulação,-16.724,-54.329,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JURIGAO,ondulação,-16.788,-54.386,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BUGIO,ondulação,-16.788,-54.290,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PE DE SERRA,ondulação,-16.812,-54.343,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMBAUVA,ondulação,-16.819,-54.222,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VALE DO JURIGUE,ondulação,-16.849,-54.467,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATO AZUL JURIGUE,ondulação,-16.857,-54.592,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ANHUMAS,ondulação,-16.898,-54.643,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRA DA SAUDADE,ondulação,-16.918,-54.031,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JERONIMO,ondulação,-17.025,-57.255,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RODEIO CAMBARA,ondulação,-17.280,-57.664,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ILHA DO BANANAL,ondulação,-17.197,-56.490,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FEIJAO DERRAMADO,ondulação,-17.252,-56.800,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRINHA DO LOBO,ondulação,-17.023,-54.097,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CERRADAO PONTE DE PEDRA,ondulação,-17.041,-54.180,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MORRINHO DA BALIZA,ondulação,-17.039,-54.028,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PLACA STA ADELIA,ondulação,-17.065,-54.282,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURACAO,ondulação,-17.081,-54.107,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MINEIRINHO,ondulação,-17.095,-54.758,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
FURNAS DA MATEIRINHA,ondulação,-17.104,-54.208,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
POTREIRO,ondulação,-17.108,-54.089,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOM JARDIM,ondulação,-17.120,-54.153,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
OLHO DAGUA,ondulação,-17.123,-54.058,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHAPADAO,ondulação,-17.133,-54.233,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRINHA BOM JARDIM,ondulação,-17.140,-54.087,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MEIA LUA,ondulação,-17.181,-54.375,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
INVEJA,ondulação,-17.184,-54.292,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ITIQUIRA,ondulação,-17.206,-54.141,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAIXADA DO GOIABAL,ondulação,-17.487,-54.299,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VIVEIRO DE SERINGA,ondulação,-9.971,-51.141,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DE PEDRAS,ondulação,-9.768,-50.218,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DAS PRINCESAS,ondulação,-9.772,-50.336,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHAPADA DE AREIA,ondulação,-9.920,-50.363,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAGO GRANDE,ondulação,-9.993,-50.297,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BELEZA,ondulação,-9.995,-50.453,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO JARINA,ondulação,-10.090,-53.106,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO CRETIRE,ondulação,-10.848,-53.203,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
CONFRESA,ondulação,-10.652,-51.570,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA RICA COLONIZADORA,ondulação,-10.015,-50.964,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ANTONIO ROSA,ondulação,-10.098,-50.374,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA MACAUBA,ondulação,-10.470,-50.482,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA TAPIRAPE,ondulação,-10.653,-50.607,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
DIANARUM,ondulação,-11.192,-53.227,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA,ondulação,-11.310,-53.295,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA SUIA KRENAKAROE,ondulação,-11.326,-53.207,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
XAVANTINHO,ondulação,-11.048,-51.639,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANA BRAVA DO NORTE,ondulação,-11.053,-51.828,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA CRUZ,ondulação,-11.630,-51.281,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALTO BOA VISTA,ondulação,-11.672,-51.377,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
GAMELEIRA,ondulação,-11.788,-51.387,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LUCIARA,ondulação,-11.222,-50.668,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
12 DE JUNHO,ondulação,-11.249,-50.814,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA FONTOURA,ondulação,-11.341,-50.697,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA DOS CARAJAS,ondulação,-11.580,-50.673,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA CALAPALO,ondulação,-12.161,-53.256,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA CAMAUIRA,ondulação,-12.160,-53.424,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA MATI PU,ondulação,-12.227,-53.180,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA VAURA,ondulação,-12.254,-53.584,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA NEINACU,ondulação,-12.292,-53.347,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA CUICUPU,ondulação,-12.349,-53.224,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA AUETE,ondulação,-12.391,-53.589,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALO BRASIL,ondulação,-12.168,-51.695,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOM JESUS DO ARAGUAIA,ondulação,-12.170,-51.501,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORREGO DOS PORCOS,ondulação,-12.957,-51.859,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVO SANTO ANTONIO,ondulação,-12.290,-50.968,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
GAUCHA DO NORTE,ondulação,-13.180,-53.255,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
GARAPU I,ondulação,-13.295,-52.559,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO COUTO MAGALHAES,ondulação,-13.638,-53.074,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO ARAME,ondulação,-13.708,-53.835,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TURVO,ondulação,-13.232,-51.905,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA PIMENTEL BARBOSA (XAVANTES),ondulação,-13.311,-51.677,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGROVILA TANGURO II,ondulação,-13.443,-52.170,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GARAPU II,ondulação,-13.496,-52.457,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATINHA,ondulação,-13.518,-51.918,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANARANA II,ondulação,-13.516,-52.315,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANARANA I,ondulação,-13.541,-52.211,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANARANA,ondulação,-13.553,-52.266,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANARANA III,ondulação,-13.572,-52.312,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANARANA II,ondulação,-13.584,-52.047,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALTO ALEGRE,ondulação,-13.920,-52.098,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA NAZARE,ondulação,-13.986,-51.798,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA DOS CARAJAS,ondulação,-13.216,-50.587,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
LUIS ALVES,ondulação,-13.219,-50.571,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BANDEIRANTES,ondulação,-13.690,-50.798,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
LANDI,ondulação,-13.965,-50.844,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JARAGUA,ondulação,-14.194,-52.730,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA DA LAGOA,ondulação,-14.391,-53.050,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPINAPOLIS,ondulação,-14.543,-52.797,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVO SAO JOAQUIM,ondulação,-14.912,-53.018,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA BOA,ondulação,-14.057,-52.162,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
COPERCANA,ondulação,-14.163,-51.609,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COCALINHO,ondulação,-14.395,-50.999,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA AZUL,ondulação,-14.902,-52.267,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARUANA,ondulação,-14.923,-51.083,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SETE LAGOAS,ondulação,-14.968,-51.133,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAGOA BERNARDINO,ondulação,-14.993,-51.072,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAGO VERMELHO,ondulação,-14.992,-52.171,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA XAVANTINA,ondulação,-14.681,-52.355,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRES LAGOAS,ondulação,-15.069,-53.362,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CACHOEIRA DA FUMACA,ondulação,-15.089,-52.808,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO DA CHIRINGA,ondulação,-15.323,-53.327,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COLONIA INDIGENA DOS MARCOS,ondulação,-15.380,-52.892,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
AREADO,ondulação,-15.529,-52.635,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COLONIA MERURI,ondulação,-15.553,-53.086,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
NABUREAU,ondulação,-15.585,-53.158,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA BONITA,ondulação,-15.596,-53.384,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOA VISTA,ondulação,-15.604,-52.926,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CACHOEIRA DAS MALAS,ondulação,-15.636,-53.932,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GENERAL CARNEIRO,ondulação,-15.708,-52.761,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
OLHO DAGUA',ondulação,-15.756,-52.544,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MORRO TRES IRMAOS,ondulação,-15.785,-53.662,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO AREIADO,ondulação,-15.798,-53.411,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ATOLADEIRA,ondulação,-15.871,-52.616,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BATOVI,ondulação,-15.868,-53.514,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
INDIANOPOLIS,ondulação,-15.035,-52.237,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
MOLHA PELEGO,ondulação,-15.202,-52.194,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRES CAPOES,ondulação,-15.289,-52.093,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATA FOME,ondulação,-15.356,-52.172,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATRINXA,ondulação,-15.384,-52.113,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FURNAS DO MINEIRO,ondulação,-15.398,-52.398,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FURNAS DA AGUA LIMPA,ondulação,-15.414,-52.347,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FURNAS DO MINEIRO,ondulação,-15.454,-52.369,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARACOL,ondulação,-15.499,-51.959,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRES MARIAS,ondulação,-15.562,-51.860,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAJINHA,ondulação,-15.627,-51.866,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORREGO DO MEIO,ondulação,-15.650,-51.989,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARAGUAIANA,ondulação,-15.724,-51.836,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
BILEGO,ondulação,-15.752,-52.477,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AVOADEIRA,ondulação,-15.806,-52.350,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORREGO FUNDO,ondulação,-15.843,-52.206,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORREGO GRANDE,ondulação,-15.893,-52.190,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO GARCAS,ondulação,-15.893,-52.258,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARAGARCAS,ondulação,-15.898,-52.246,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORREGO DAS MULAS,ondulação,-15.906,-52.058,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CASSUNUNGA,ondulação,-16.067,-53.671,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALTO RETIRO,ondulação,-16.115,-53.612,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRINHA,ondulação,-16.179,-53.687,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JOAQUIM GOMES,ondulação,-16.188,-53.647,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BALISA,ondulação,-16.200,-52.542,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA,ondulação,-16.197,-53.687,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RETIRO VELHO,ondulação,-16.201,-53.592,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORUJA,ondulação,-16.209,-53.621,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MONCHAO DA FARRA,ondulação,-16.223,-53.639,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAMA,ondulação,-16.265,-53.615,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTE DO CAICAI,ondulação,-16.264,-53.760,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ESTRELA,ondulação,-16.277,-53.571,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MONCHAO DA ROCA,ondulação,-16.291,-53.690,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTE DO S. FRANCISCO,ondulação,-16.307,-52.720,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTE DO BANDEIRA,ondulação,-16.326,-53.709,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ESTRELA DO LESTE,ondulação,-16.333,-53.582,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
GUIRATINGA,ondulação,-16.346,-53.763,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
MORENINHA,ondulação,-16.363,-53.820,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FAZENDA VELHA,ondulação,-16.374,-53.682,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
HONORINO,ondulação,-16.390,-53.710,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEIXE,ondulação,-16.403,-53.753,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TEIXEIRINHO,ondulação,-16.406,-53.668,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
DIAMANTINO,ondulação,-16.416,-53.188,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALCANTILADO,ondulação,-16.424,-53.527,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENGENHO DE SERRA,ondulação,-16.430,-53.728,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BONFIM,ondulação,-16.437,-53.824,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRACAO QUEIMADO,ondulação,-16.440,-53.682,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RETIRO DO MORRO,ondulação,-16.452,-53.639,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TABOCA,ondulação,-16.461,-53.762,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI,ondulação,-16.471,-53.467,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA DO PEIXE,ondulação,-16.484,-53.583,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CALDEIRAO,ondulação,-16.505,-53.406,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COLONIA COUTO MAGALHAES,ondulação,-16.580,-52.838,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
MOSQUITO,ondulação,-16.575,-53.798,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAFELANDIA DO LESTE,ondulação,-16.611,-53.376,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRO,ondulação,-16.618,-53.699,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
POUSO,ondulação,-16.647,-52.795,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CASCAVEL,ondulação,-16.637,-53.778,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA LUZIA,ondulação,-16.646,-53.717,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MANGABA,ondulação,-16.768,-53.481,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI,ondulação,-16.823,-53.056,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARAGUAINHA,ondulação,-16.860,-53.032,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PENSAO BANANA,ondulação,-16.869,-53.855,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARJAO,ondulação,-16.911,-52.808,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PENSAO BAMBU,ondulação,-16.924,-53.891,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALTO GARCAS,ondulação,-16.951,-53.525,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORREGO DO LOBO,ondulação,-17.159,-53.597,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALTO ARAGUAIA,ondulação,-17.314,-53.218,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALTO TAQUARI,ondulação,-17.826,-53.283,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI,ondulação,-17.978,-53.553,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
ITANHANGA,ondulação,-12.235,-56.642,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
IPIRANGA DO NORTE,ondulação,-12.241,-56.150,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANELAS,trinca,-9.166,-60.735,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO DOS CINTAS LARGAS,trinca,-10.426,-60.160,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO DOS ZOROS,trinca,-10.597,-61.004,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRIBO DOS ZOROS,trinca,-10.685,-61.001,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
RONDOLANDIA,trinca,-10.878,-61.448,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TOLUERI,trinca,-12.718,-60.048,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILHENA,trinca,-12.741,-60.131,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO AMARANTE,trinca,-12.996,-60.208,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
